model,slug,seed,task_idx,qid,em,f1,prompt_tokens,completion_tokens,cost_usd,turns
gemma2:2b,google/gemma-2-2b-it,0,34,5a8b63fa55429950cd6afcd7,0,0.0,4932,176,0.0005108000000000001,6
gemma2:2b,google/gemma-2-2b-it,0,35,5ade51b45542997c77adedf4,0,0.0,709,56,7.65e-05,1
gemma2:2b,google/gemma-2-2b-it,0,36,5ae4c49a5542995dadf24400,0,0.0,572,29,6.0100000000000004e-05,1
gemma2:2b,google/gemma-2-2b-it,0,37,5a7d3470554299452d57bb56,1,1.0,726,25,7.510000000000001e-05,1
gemma2:2b,google/gemma-2-2b-it,0,38,5ae4f2c75542993aec5ec0fb,1,1.0,1877,100,0.0001977,2
gemma2:2b,google/gemma-2-2b-it,0,39,5ab1d7ac554299449642c7e6,1,1.0,325,53,3.7800000000000004e-05,1
gemma2:2b,google/gemma-2-2b-it,0,40,5a85cead5542991dd0999ea9,0,0.0,8925,216,0.0009141,6
gemma2:2b,google/gemma-2-2b-it,0,41,5a73a7c755429978a71e9068,0,0.4,925,28,9.530000000000001e-05,1
gemma2:2b,google/gemma-2-2b-it,0,42,5a7f113d55429934daa2fcbe,0,0.6667,555,37,5.92e-05,1
gemma2:2b,google/gemma-2-2b-it,0,43,5ae6828f5542996d980e7bb9,1,1.0,779,28,8.07e-05,1
gemma2:2b,google/gemma-2-2b-it,0,44,5ab31864554299233954ff06,0,0.0,600,29,6.290000000000001e-05,1
gemma2:2b,google/gemma-2-2b-it,0,45,5abe239355429976d4830a7d,1,1.0,5617,208,0.0005825,6
gemma2:2b,google/gemma-2-2b-it,0,46,5ac2659b55429963665199a1,0,0.6667,7348,393,0.0007741,6
gemma2:2b,google/gemma-2-2b-it,0,47,5ae058e855429945ae959331,0,0.0,728,71,7.99e-05,1
gemma2:2b,google/gemma-2-2b-it,0,48,5a7b8749554299294a54a9db,0,0.0,7409,164,0.0007573,6
gemma2:2b,google/gemma-2-2b-it,0,49,5a864ff7554299211dda2af2,0,0.0,7087,218,0.0007305,6
gemma2:2b,google/gemma-2-2b-it,1,0,5adef80b5542993a75d263c4,1,1.0,5132,202,0.0005334,6
gemma2:2b,google/gemma-2-2b-it,1,1,5ae0aaf455429945ae959401,0,0.6667,4878,201,0.0005079,6
gemma2:2b,google/gemma-2-2b-it,1,2,5ab47d765542991751b4d78f,0,0.0,4730,211,0.0004941,6
gemma2:2b,google/gemma-2-2b-it,1,3,5a7ed2c655429930675135e5,0,0.0,7681,236,0.0007917,6
gemma2:2b,google/gemma-2-2b-it,1,4,5ac3e0f7554299194317388b,1,1.0,1955,96,0.00020510000000000003,2
gemma2:2b,google/gemma-2-2b-it,1,5,5a7bae20554299294a54aa96,0,0.0,5896,195,0.0006091,6
gemma2:2b,google/gemma-2-2b-it,1,6,5ab8ee035542991b5579f04b,0,0.0,618,64,6.82e-05,1
gemma2:2b,google/gemma-2-2b-it,1,7,5a7a276d5542996c55b2dd27,0,0.0,532,49,5.81e-05,1
gemma2:2b,google/gemma-2-2b-it,1,8,5a717d4c5542994082a3e854,0,0.8,3170,168,0.00033380000000000004,5
gemma2:2b,google/gemma-2-2b-it,1,9,5ac02e31554299294b218f3f,1,1.0,826,38,8.64e-05,1
gemma2:2b,google/gemma-2-2b-it,1,10,5a79ea435542996c55b2dc9e,0,0.0,844,37,8.810000000000001e-05,1
gemma2:2b,google/gemma-2-2b-it,1,11,5ab7e4dc5542995dae37e9df,1,1.0,6728,209,0.0006937,6
gemma2:2b,google/gemma-2-2b-it,1,12,5a834ed95542990548d0b1ca,0,0.5,4989,205,0.0005193999999999999,6
gemma2:2b,google/gemma-2-2b-it,1,13,5ab41d855542996a3a969f4b,0,0.0,611,52,6.63e-05,1
gemma2:2b,google/gemma-2-2b-it,1,14,5a7b7ff75542995eb53be93d,0,0.6,4474,202,0.00046760000000000004,6
gemma2:2b,google/gemma-2-2b-it,1,15,5a7d19d85542995ed0d165e8,0,0.6667,514,38,5.52e-05,1
gemma2:2b,google/gemma-2-2b-it,1,16,5ae7ed17554299540e5a56a3,0,0.0,5234,166,0.00054,6
gemma2:2b,google/gemma-2-2b-it,1,17,5ab2659e554299340b5254b2,0,0.5,632,52,6.840000000000001e-05,1
gemma2:2b,google/gemma-2-2b-it,1,18,5abd2eab5542992ac4f38210,1,1.0,1750,84,0.0001834,2
gemma2:2b,google/gemma-2-2b-it,1,19,5abaf3195542996cc5e49f2c,1,1.0,6245,226,0.0006471000000000001,6
gemma2:2b,google/gemma-2-2b-it,1,20,5a791a97554299148911f9f2,0,0.0,552,39,5.91e-05,1
gemma2:2b,google/gemma-2-2b-it,1,21,5adf58f15542993a75d264d2,0,0.0,887,38,9.25e-05,1
gemma2:2b,google/gemma-2-2b-it,1,22,5adc65e85542996e68525350,0,0.0,927,98,0.0001025,2
gemma2:2b,google/gemma-2-2b-it,1,23,5a87ab9b5542996e4f3088c2,0,0.0,716,41,7.57e-05,1
gemma2:2b,google/gemma-2-2b-it,1,24,5a738fe855429908901be2fb,0,0.0,509,38,5.47e-05,1
gemma2:2b,google/gemma-2-2b-it,1,25,5a8c65a1554299585d9e3680,1,1.0,741,57,7.980000000000002e-05,1
gemma2:2b,google/gemma-2-2b-it,1,26,5ac2bbd0554299218029db09,1,1.0,6252,169,0.0006421,6
gemma2:2b,google/gemma-2-2b-it,1,27,5adf3e355542993a75d26440,0,0.6667,724,30,7.54e-05,1
gemma2:2b,google/gemma-2-2b-it,1,28,5ae82ae555429952e35eaa71,1,1.0,10893,192,0.0011085,6
gemma2:2b,google/gemma-2-2b-it,1,29,5ac289ff5542996366519a02,0,0.4,5641,216,0.0005857000000000001,6
gemma2:2b,google/gemma-2-2b-it,1,30,5a7a5b3a5542996c55b2dd71,0,0.0,672,34,7.060000000000001e-05,1
gemma2:2b,google/gemma-2-2b-it,1,31,5ab8688b55429934fafe6daa,1,1.0,547,30,5.77e-05,1
gemma2:2b,google/gemma-2-2b-it,1,32,5a7a3a945542996a35c17147,0,0.0,1928,77,0.0002005,2
gemma2:2b,google/gemma-2-2b-it,1,33,5ab9b29c554299743d22ebae,0,0.2222,7267,252,0.0007519000000000001,6
gemma2:2b,google/gemma-2-2b-it,1,34,5a8b63fa55429950cd6afcd7,0,0.0,4932,176,0.0005108000000000001,6
gemma2:2b,google/gemma-2-2b-it,1,35,5ade51b45542997c77adedf4,0,0.0,709,56,7.65e-05,1
gemma2:2b,google/gemma-2-2b-it,1,36,5ae4c49a5542995dadf24400,0,0.0,572,29,6.0100000000000004e-05,1
gemma2:2b,google/gemma-2-2b-it,1,37,5a7d3470554299452d57bb56,1,1.0,726,25,7.510000000000001e-05,1
gemma2:2b,google/gemma-2-2b-it,1,38,5ae4f2c75542993aec5ec0fb,1,1.0,1877,100,0.0001977,2
gemma2:2b,google/gemma-2-2b-it,1,39,5ab1d7ac554299449642c7e6,1,1.0,325,53,3.7800000000000004e-05,1
gemma2:2b,google/gemma-2-2b-it,1,40,5a85cead5542991dd0999ea9,0,0.0,8925,216,0.0009141,6
gemma2:2b,google/gemma-2-2b-it,1,41,5a73a7c755429978a71e9068,0,0.4,925,28,9.530000000000001e-05,1
gemma2:2b,google/gemma-2-2b-it,1,42,5a7f113d55429934daa2fcbe,0,0.6667,555,37,5.92e-05,1
gemma2:2b,google/gemma-2-2b-it,1,43,5ae6828f5542996d980e7bb9,1,1.0,779,28,8.07e-05,1
gemma2:2b,google/gemma-2-2b-it,1,44,5ab31864554299233954ff06,0,0.0,600,29,6.290000000000001e-05,1
gemma2:2b,google/gemma-2-2b-it,1,45,5abe239355429976d4830a7d,1,1.0,5617,208,0.0005825,6
gemma2:2b,google/gemma-2-2b-it,1,46,5ac2659b55429963665199a1,0,0.6667,7348,393,0.0007741,6
gemma2:2b,google/gemma-2-2b-it,1,47,5ae058e855429945ae959331,0,0.0,728,71,7.99e-05,1
gemma2:2b,google/gemma-2-2b-it,1,48,5a7b8749554299294a54a9db,0,0.0,7409,164,0.0007573,6
gemma2:2b,google/gemma-2-2b-it,1,49,5a864ff7554299211dda2af2,0,0.0,7087,218,0.0007305,6
gemma2:2b,google/gemma-2-2b-it,2,0,5adef80b5542993a75d263c4,1,1.0,5132,202,0.0005334,6
gemma2:2b,google/gemma-2-2b-it,2,1,5ae0aaf455429945ae959401,0,0.6667,4878,201,0.0005079,6
gemma2:2b,google/gemma-2-2b-it,2,2,5ab47d765542991751b4d78f,0,0.0,4730,211,0.0004941,6
gemma2:2b,google/gemma-2-2b-it,2,3,5a7ed2c655429930675135e5,0,0.0,7681,236,0.0007917,6
gemma2:2b,google/gemma-2-2b-it,2,4,5ac3e0f7554299194317388b,1,1.0,1955,96,0.00020510000000000003,2
gemma2:2b,google/gemma-2-2b-it,2,5,5a7bae20554299294a54aa96,0,0.0,5896,195,0.0006091,6
gemma2:2b,google/gemma-2-2b-it,2,6,5ab8ee035542991b5579f04b,0,0.0,618,64,6.82e-05,1
gemma2:2b,google/gemma-2-2b-it,2,7,5a7a276d5542996c55b2dd27,0,0.0,532,49,5.81e-05,1
gemma2:2b,google/gemma-2-2b-it,2,8,5a717d4c5542994082a3e854,0,0.8,3170,168,0.00033380000000000004,5
gemma2:2b,google/gemma-2-2b-it,2,9,5ac02e31554299294b218f3f,1,1.0,826,38,8.64e-05,1
gemma2:2b,google/gemma-2-2b-it,2,10,5a79ea435542996c55b2dc9e,0,0.0,844,37,8.810000000000001e-05,1
gemma2:2b,google/gemma-2-2b-it,2,11,5ab7e4dc5542995dae37e9df,1,1.0,6728,209,0.0006937,6
gemma2:2b,google/gemma-2-2b-it,2,12,5a834ed95542990548d0b1ca,0,0.5,4989,205,0.0005193999999999999,6
gemma2:2b,google/gemma-2-2b-it,2,13,5ab41d855542996a3a969f4b,0,0.0,611,52,6.63e-05,1
gemma2:2b,google/gemma-2-2b-it,2,14,5a7b7ff75542995eb53be93d,0,0.6,4474,202,0.00046760000000000004,6
gemma2:2b,google/gemma-2-2b-it,2,15,5a7d19d85542995ed0d165e8,0,0.6667,514,38,5.52e-05,1
gemma2:2b,google/gemma-2-2b-it,2,16,5ae7ed17554299540e5a56a3,0,0.0,5234,166,0.00054,6
gemma2:2b,google/gemma-2-2b-it,2,17,5ab2659e554299340b5254b2,0,0.5,632,52,6.840000000000001e-05,1
gemma2:2b,google/gemma-2-2b-it,2,18,5abd2eab5542992ac4f38210,1,1.0,1750,84,0.0001834,2
gemma2:2b,google/gemma-2-2b-it,2,19,5abaf3195542996cc5e49f2c,1,1.0,6245,226,0.0006471000000000001,6
gemma2:2b,google/gemma-2-2b-it,2,20,5a791a97554299148911f9f2,0,0.0,552,39,5.91e-05,1
gemma2:2b,google/gemma-2-2b-it,2,21,5adf58f15542993a75d264d2,0,0.0,887,38,9.25e-05,1
gemma2:2b,google/gemma-2-2b-it,2,22,5adc65e85542996e68525350,0,0.0,927,98,0.0001025,2
gemma2:2b,google/gemma-2-2b-it,2,23,5a87ab9b5542996e4f3088c2,0,0.0,716,41,7.57e-05,1
gemma2:2b,google/gemma-2-2b-it,2,24,5a738fe855429908901be2fb,0,0.0,509,38,5.47e-05,1
gemma2:2b,google/gemma-2-2b-it,2,25,5a8c65a1554299585d9e3680,1,1.0,741,57,7.980000000000002e-05,1
gemma2:2b,google/gemma-2-2b-it,2,26,5ac2bbd0554299218029db09,1,1.0,6252,169,0.0006421,6
gemma2:2b,google/gemma-2-2b-it,2,27,5adf3e355542993a75d26440,0,0.6667,724,30,7.54e-05,1
gemma2:2b,google/gemma-2-2b-it,2,28,5ae82ae555429952e35eaa71,1,1.0,10893,192,0.0011085,6
gemma2:2b,google/gemma-2-2b-it,2,29,5ac289ff5542996366519a02,0,0.4,5641,216,0.0005857000000000001,6
gemma2:2b,google/gemma-2-2b-it,2,30,5a7a5b3a5542996c55b2dd71,0,0.0,672,34,7.060000000000001e-05,1
gemma2:2b,google/gemma-2-2b-it,2,31,5ab8688b55429934fafe6daa,1,1.0,547,30,5.77e-05,1
gemma2:2b,google/gemma-2-2b-it,2,32,5a7a3a945542996a35c17147,0,0.0,1928,77,0.0002005,2
gemma2:2b,google/gemma-2-2b-it,2,33,5ab9b29c554299743d22ebae,0,0.2222,7267,252,0.0007519000000000001,6
gemma2:2b,google/gemma-2-2b-it,2,34,5a8b63fa55429950cd6afcd7,0,0.0,4932,176,0.0005108000000000001,6
gemma2:2b,google/gemma-2-2b-it,2,35,5ade51b45542997c77adedf4,0,0.0,709,56,7.65e-05,1
gemma2:2b,google/gemma-2-2b-it,2,36,5ae4c49a5542995dadf24400,0,0.0,572,29,6.0100000000000004e-05,1
gemma2:2b,google/gemma-2-2b-it,2,37,5a7d3470554299452d57bb56,1,1.0,726,25,7.510000000000001e-05,1
gemma2:2b,google/gemma-2-2b-it,2,38,5ae4f2c75542993aec5ec0fb,1,1.0,1877,100,0.0001977,2
gemma2:2b,google/gemma-2-2b-it,2,39,5ab1d7ac554299449642c7e6,1,1.0,325,53,3.7800000000000004e-05,1
gemma2:2b,google/gemma-2-2b-it,2,40,5a85cead5542991dd0999ea9,0,0.0,8925,216,0.0009141,6
gemma2:2b,google/gemma-2-2b-it,2,41,5a73a7c755429978a71e9068,0,0.4,925,28,9.530000000000001e-05,1
gemma2:2b,google/gemma-2-2b-it,2,42,5a7f113d55429934daa2fcbe,0,0.6667,555,37,5.92e-05,1
gemma2:2b,google/gemma-2-2b-it,2,43,5ae6828f5542996d980e7bb9,1,1.0,779,28,8.07e-05,1
gemma2:2b,google/gemma-2-2b-it,2,44,5ab31864554299233954ff06,0,0.0,600,29,6.290000000000001e-05,1
gemma2:2b,google/gemma-2-2b-it,2,45,5abe239355429976d4830a7d,1,1.0,5617,208,0.0005825,6
gemma2:2b,google/gemma-2-2b-it,2,46,5ac2659b55429963665199a1,0,0.6667,7348,393,0.0007741,6
gemma2:2b,google/gemma-2-2b-it,2,47,5ae058e855429945ae959331,0,0.0,728,71,7.99e-05,1
gemma2:2b,google/gemma-2-2b-it,2,48,5a7b8749554299294a54a9db,0,0.0,7409,164,0.0007573,6
gemma2:2b,google/gemma-2-2b-it,2,49,5a864ff7554299211dda2af2,0,0.0,7087,218,0.0007305,6
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,0,5adef80b5542993a75d263c4,1,1.0,5780,274,0.00036324,6
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,1,5ae0aaf455429945ae959401,0,0.6667,605,62,4.001999999999999e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,2,5ab47d765542991751b4d78f,0,0.0,389,41,2.58e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,3,5a7ed2c655429930675135e5,0,0.0,855,46,5.4059999999999994e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,4,5ac3e0f7554299194317388b,0,0.0,834,25,5.154e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,5,5a7bae20554299294a54aa96,0,0.0,6323,351,0.00040044,6
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,6,5ab8ee035542991b5579f04b,1,1.0,610,35,3.87e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,7,5a7a276d5542996c55b2dd27,0,0.8571,532,72,3.624e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,8,5a717d4c5542994082a3e854,0,0.0,592,46,3.828e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,9,5ac02e31554299294b218f3f,1,1.0,847,40,5.322e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,10,5a79ea435542996c55b2dc9e,0,0.0,853,59,5.472e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,11,5ab7e4dc5542995dae37e9df,1,1.0,1018,30,6.288e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,12,5a834ed95542990548d0b1ca,0,0.0,698,40,4.428e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,13,5ab41d855542996a3a969f4b,1,1.0,602,71,4.0379999999999996e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,14,5a7b7ff75542995eb53be93d,0,0.0,660,40,4.2e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,15,5a7d19d85542995ed0d165e8,0,0.6667,511,43,3.324e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,16,5ae7ed17554299540e5a56a3,0,0.0,624,38,3.972e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,17,5ab2659e554299340b5254b2,0,0.0,631,61,4.1519999999999995e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,18,5abd2eab5542992ac4f38210,1,1.0,663,49,4.272e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,19,5abaf3195542996cc5e49f2c,0,0.0,706,34,4.44e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,20,5a791a97554299148911f9f2,0,0.0,565,81,3.8759999999999995e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,21,5adf58f15542993a75d264d2,0,0.0,860,55,5.49e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,22,5adc65e85542996e68525350,0,0.0,449,56,3.0299999999999998e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,23,5a87ab9b5542996e4f3088c2,0,0.0,754,63,4.9019999999999995e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,24,5a738fe855429908901be2fb,0,0.0,516,60,3.456e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,25,5a8c65a1554299585d9e3680,0,0.0,737,78,4.8899999999999996e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,26,5ac2bbd0554299218029db09,1,1.0,719,49,4.608e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,27,5adf3e355542993a75d26440,0,0.6667,753,62,4.8899999999999996e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,28,5ae82ae555429952e35eaa71,1,1.0,1135,35,7.02e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,29,5ac289ff5542996366519a02,0,0.2,6129,308,0.00038621999999999994,6
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,30,5a7a5b3a5542996c55b2dd71,0,0.0,3143,146,0.00019734,3
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,31,5ab8688b55429934fafe6daa,1,1.0,553,43,3.5759999999999996e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,32,5a7a3a945542996a35c17147,0,0.0,827,37,5.184e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,33,5ab9b29c554299743d22ebae,0,0.0,952,48,6e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,34,5a8b63fa55429950cd6afcd7,1,1.0,599,54,3.918e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,35,5ade51b45542997c77adedf4,0,0.0,685,47,4.392e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,36,5ae4c49a5542995dadf24400,0,0.0,585,64,3.8939999999999996e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,37,5a7d3470554299452d57bb56,1,1.0,727,31,4.548e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,38,5ae4f2c75542993aec5ec0fb,1,1.0,1901,168,0.00012414,2
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,39,5ab1d7ac554299449642c7e6,0,0.0,343,48,2.3460000000000002e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,40,5a85cead5542991dd0999ea9,0,0.0,1095,40,6.809999999999999e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,41,5a73a7c755429978a71e9068,0,0.4,893,42,5.61e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,42,5a7f113d55429934daa2fcbe,0,0.6667,551,72,3.738e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,43,5ae6828f5542996d980e7bb9,1,1.0,796,53,5.094e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,44,5ab31864554299233954ff06,0,0.0,627,55,4.092e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,45,5abe239355429976d4830a7d,0,0.0,2578,193,0.00016626,3
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,46,5ac2659b55429963665199a1,0,0.6667,923,59,5.891999999999999e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,47,5ae058e855429945ae959331,1,1.0,719,52,4.626e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,48,5a7b8749554299294a54a9db,0,0.0,765,61,4.955999999999999e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,0,49,5a864ff7554299211dda2af2,0,0.0,813,40,5.118e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,1,0,5adef80b5542993a75d263c4,1,1.0,5780,274,0.00036324,6
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,1,1,5ae0aaf455429945ae959401,0,0.0,605,64,4.014e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,1,2,5ab47d765542991751b4d78f,0,0.0,389,41,2.58e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,1,3,5a7ed2c655429930675135e5,0,0.0,855,46,5.4059999999999994e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,1,4,5ac3e0f7554299194317388b,0,0.0,834,25,5.154e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,1,5,5a7bae20554299294a54aa96,0,0.0,6323,351,0.00040044,6
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,1,6,5ab8ee035542991b5579f04b,1,1.0,610,35,3.87e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,1,7,5a7a276d5542996c55b2dd27,0,0.8571,532,72,3.624e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,1,8,5a717d4c5542994082a3e854,0,0.0,592,46,3.828e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,1,9,5ac02e31554299294b218f3f,1,1.0,847,40,5.322e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,1,10,5a79ea435542996c55b2dc9e,0,0.0,853,59,5.472e-05,1
llama3.2:3b,meta-llama/Llama-3.2-3B-Instruct-Turbo,1,11,5ab7e4dc5542995dae37e9df,1,1.0,1018,30,6.288e-05,1
